"Kind","Agent_Id","Queue_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","Private_Segment_Size","Group_Segment_Size","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH",2,1,538577,11,1511,"_ZN2at6native12_GLOBAL__N_143distribution_elementwise_grid_stride_kernelIfLi4EZNS0_9templates4cuda21uniform_and_transformIN3c108BFloat16EfPNS_17CUDAGeneratorImplEZZZNS4_14uniform_kernelIS9_EEvRNS_18TensorIteratorBaseEddT_ENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvSC_T1_T2_EUlP25hiprandStatePhilox4_32_10E0_ZNS1_27distribution_nullary_kernelIS7_f15HIP_vector_typeIfLj4EES9_SL_SG_EEvSC_SI_RKT3_T4_EUlifE_EEvlNS_15PhiloxCudaStateESH_SI_",11,8325698606331265,8325698606356785,0,0,256,1,1,163840,1,1
"KERNEL_DISPATCH",2,1,538577,12,1549,"void at::native::vectorized_elementwise_kernel<8, at::native::launch_log_sigmoid_forward_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::launch_log_sigmoid_forward_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",12,8325698614522334,8325698614585814,0,0,256,1,1,262144,1,1
"KERNEL_DISPATCH",2,1,538577,13,1511,"_ZN2at6native12_GLOBAL__N_143distribution_elementwise_grid_stride_kernelIfLi4EZNS0_9templates4cuda21uniform_and_transformIN3c108BFloat16EfPNS_17CUDAGeneratorImplEZZZNS4_14uniform_kernelIS9_EEvRNS_18TensorIteratorBaseEddT_ENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvSC_T1_T2_EUlP25hiprandStatePhilox4_32_10E0_ZNS1_27distribution_nullary_kernelIS7_f15HIP_vector_typeIfLj4EES9_SL_SG_EEvSC_SI_RKT3_T4_EUlifE_EEvlNS_15PhiloxCudaStateESH_SI_",13,8325698614585814,8325698614612094,0,0,256,1,1,163840,1,1
"KERNEL_DISPATCH",2,1,538577,14,1642,"void at::native::vectorized_elementwise_kernel<8, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",14,8325698626681939,8325698626707259,0,0,256,1,1,262144,1,1
"KERNEL_DISPATCH",2,1,538577,15,426,"_ZN2at6native12_GLOBAL__N_143distribution_elementwise_grid_stride_kernelIfLi4EZNS0_9templates4cuda20normal_and_transformIN3c108BFloat16EfPNS_17CUDAGeneratorImplEZZZNS4_13normal_kernelIS9_EEvRKNS_10TensorBaseEddT_ENKUlvE_clEvENKUlvE2_clEvEUlfE_EEvRNS_18TensorIteratorBaseET1_T2_EUlP25hiprandStatePhilox4_32_10E0_ZNS1_27distribution_nullary_kernelIS7_f15HIP_vector_typeIfLj4EES9_SO_SH_EEvSJ_SL_RKT3_T4_EUlifE_EEvlNS_15PhiloxCudaStateESK_SL_",15,8325698626738099,8325698626751499,0,0,256,1,1,163840,1,1
"KERNEL_DISPATCH",2,1,538577,16,84,"__amd_rocclr_copyBuffer",16,8325698626861299,8325698626864499,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,1,538577,17,1737,"fused_l2norm_qk_kernel",17,8325698970423083,8325698970876403,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,18,1796,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<long>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",18,8325698996495739,8325698996500579,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,19,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",19,8325698996572259,8325698996575659,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,20,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",20,8325698996590459,8325698996593139,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,21,2126,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",21,8325699030387963,8325699030396923,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,22,84,"__amd_rocclr_copyBuffer",22,8325699030453803,8325699030460523,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,1,538577,23,84,"__amd_rocclr_copyBuffer",23,8325699033490997,8325699033496997,0,0,512,1,1,1024,1,1
"KERNEL_DISPATCH",2,1,538577,24,2334,"chunk_local_cumsum_scalar_kernel",24,8325699190591594,8325699190977634,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,25,2335,"chunk_scaled_dot_kkt_fwd_kernel",25,8325699337635420,8325699341533144,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,26,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",26,8325699341533144,8325699341542424,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,27,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",27,8325699341542424,8325699341548264,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,28,2126,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",28,8325699341548264,8325699341558064,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,29,84,"__amd_rocclr_copyBuffer",29,8325699341558064,8325699341564344,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,1,538577,30,2336,"solve_tril_16x16_kernel",30,8325699421764553,8325699424823276,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,31,2337,"merge_16x16_to_64x64_inverse_kernel",31,8325699695809561,8325699698292643,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,32,2338,"recompute_w_u_fwd_kernel",32,8325700144796902,8325700157197034,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,33,84,"__amd_rocclr_copyBuffer",33,8325700157197034,8325700157204914,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,1,538577,34,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",34,8325700157321234,8325700157324394,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,35,1859,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",35,8325700157342154,8325700157344794,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,36,2126,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",36,8325700157375034,8325700157382554,0,0,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,37,2446,"void at::native::(anonymous namespace)::CatArrayBatchedCopy_contig<at::native::(anonymous namespace)::OpaqueType<8u>, unsigned int, 1, 128, 1>(at::native::(anonymous namespace)::OpaqueType<8u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<8u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",37,8325700168857005,8325700168861445,0,0,256,1,1,256,2,1
"KERNEL_DISPATCH",2,1,538577,38,2500,"void rocprim::detail::single_scan_kernel<false, rocprim::detail::wrapped_scan_config<rocprim::default_config, long>, long const*, long*, std::plus<long>, long, long>(long const*, unsigned long, long, long*, std::plus<long>)",38,8325700176890854,8325700176897294,0,30720,256,1,1,256,1,1
"KERNEL_DISPATCH",2,1,538577,39,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",39,8325700884010748,8325700906671651,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,40,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",40,8325700906671651,8325700907644571,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,41,2738,"chunk_fwd_kernel_o",41,8325701263544867,8325701278289162,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,42,1737,"fused_l2norm_qk_kernel",42,8325701278686882,8325701279038082,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,43,2334,"chunk_local_cumsum_scalar_kernel",43,8325701279038082,8325701279419043,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,44,2335,"chunk_scaled_dot_kkt_fwd_kernel",44,8325701279419043,8325701283192647,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,45,2336,"solve_tril_16x16_kernel",45,8325701283192647,8325701286267170,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,46,2337,"merge_16x16_to_64x64_inverse_kernel",46,8325701286267170,8325701288578892,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,47,2338,"recompute_w_u_fwd_kernel",47,8325701288578892,8325701300815825,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,48,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",48,8325701300815825,8325701323201448,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,49,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",49,8325701323201448,8325701324172249,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,50,2738,"chunk_fwd_kernel_o",50,8325701324172249,8325701338763583,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,51,1737,"fused_l2norm_qk_kernel",51,8325701338896344,8325701339241984,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,52,2334,"chunk_local_cumsum_scalar_kernel",52,8325701339241984,8325701339624544,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,53,2335,"chunk_scaled_dot_kkt_fwd_kernel",53,8325701339624595,8325701343400998,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,54,2336,"solve_tril_16x16_kernel",54,8325701343400998,8325701346475481,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,55,2337,"merge_16x16_to_64x64_inverse_kernel",55,8325701346475481,8325701348721523,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,56,2338,"recompute_w_u_fwd_kernel",56,8325701348721523,8325701360986696,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,57,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",57,8325701360986696,8325701383351719,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,58,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",58,8325701383351719,8325701384321520,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,59,2738,"chunk_fwd_kernel_o",59,8325701384321520,8325701398920575,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,60,1737,"fused_l2norm_qk_kernel",60,8325701399037535,8325701399382855,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,61,2334,"chunk_local_cumsum_scalar_kernel",61,8325701399382855,8325701399765255,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,62,2335,"chunk_scaled_dot_kkt_fwd_kernel",62,8325701399765255,8325701403538859,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,63,2336,"solve_tril_16x16_kernel",63,8325701403538855,8325701406614538,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,64,2337,"merge_16x16_to_64x64_inverse_kernel",64,8325701406614538,8325701408861420,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,65,2338,"recompute_w_u_fwd_kernel",65,8325701408861420,8325701421106872,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,66,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",66,8325701421106872,8325701443474735,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,67,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",67,8325701443474735,8325701444442856,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,68,2738,"chunk_fwd_kernel_o",68,8325701444442856,8325701459046311,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,69,1737,"fused_l2norm_qk_kernel",69,8325701459152191,8325701459498392,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,70,2334,"chunk_local_cumsum_scalar_kernel",70,8325701459498392,8325701459880912,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,71,2335,"chunk_scaled_dot_kkt_fwd_kernel",71,8325701459880912,8325701463656996,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,72,2336,"solve_tril_16x16_kernel",72,8325701463656996,8325701466732279,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,73,2337,"merge_16x16_to_64x64_inverse_kernel",73,8325701466732279,8325701469028962,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,74,2338,"recompute_w_u_fwd_kernel",74,8325701469028971,8325701481337063,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,75,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",75,8325701481337063,8325701503680685,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,76,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",76,8325701503680685,8325701504649926,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,77,2738,"chunk_fwd_kernel_o",77,8325701504649926,8325701519252741,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,78,1737,"fused_l2norm_qk_kernel",78,8325701519355502,8325701519701342,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,79,2334,"chunk_local_cumsum_scalar_kernel",79,8325701519701342,8325701520083822,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,80,2335,"chunk_scaled_dot_kkt_fwd_kernel",80,8325701520083822,8325701523872506,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,81,2336,"solve_tril_16x16_kernel",81,8325701523872506,8325701526946949,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,82,2337,"merge_16x16_to_64x64_inverse_kernel",82,8325701526946949,8325701529223032,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,83,2338,"recompute_w_u_fwd_kernel",83,8325701529223032,8325701541537164,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,84,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",84,8325701541537331,8325701563921954,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,85,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",85,8325701563921954,8325701564892355,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,86,2738,"chunk_fwd_kernel_o",86,8325701564892355,8325701579490370,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,87,1737,"fused_l2norm_qk_kernel",87,8325701579626090,8325701579970650,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,88,2334,"chunk_local_cumsum_scalar_kernel",88,8325701579970650,8325701580353011,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,89,2335,"chunk_scaled_dot_kkt_fwd_kernel",89,8325701580353011,8325701584138694,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,90,2336,"solve_tril_16x16_kernel",90,8325701584138694,8325701587214258,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,91,2337,"merge_16x16_to_64x64_inverse_kernel",91,8325701587214258,8325701589497900,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,92,2338,"recompute_w_u_fwd_kernel",92,8325701589497900,8325701601775953,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,93,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",93,8325701601775953,8325701624175736,0,40960,256,1,1,1024,64,1
"KERNEL_DISPATCH",2,1,538577,94,2715,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",94,8325701624175736,8325701625154017,0,0,256,1,1,33554432,1,1
"KERNEL_DISPATCH",2,1,538577,95,2738,"chunk_fwd_kernel_o",95,8325701625153980,8325701639750675,0,32768,256,1,1,512,1024,64
"KERNEL_DISPATCH",2,1,538577,96,1737,"fused_l2norm_qk_kernel",96,8325701639859515,8325701640206195,0,0,128,1,1,8388608,1,1
"KERNEL_DISPATCH",2,1,538577,97,2334,"chunk_local_cumsum_scalar_kernel",97,8325701640206195,8325701640588755,0,0,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,98,2335,"chunk_scaled_dot_kkt_fwd_kernel",98,8325701640588755,8325701644373439,0,8192,512,1,1,524288,64,1
"KERNEL_DISPATCH",2,1,538577,99,2336,"solve_tril_16x16_kernel",99,8325701644373439,8325701647448242,0,0,64,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,100,2337,"merge_16x16_to_64x64_inverse_kernel",100,8325701647448242,8325701649773045,0,2048,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,101,2338,"recompute_w_u_fwd_kernel",101,8325701649773045,8325701662031498,0,16384,256,1,1,262144,64,1
"KERNEL_DISPATCH",2,1,538577,102,2569,"chunk_gated_delta_rule_fwd_kernel_h_blockdim64",102,8325701662031498,8325701684404961,0,40960,256,1,1,1024,64,1
